log_frequency_per_million,word,transcription,part_of_speech
0.95,statutory,st{tjUt@rI,A
0.3,stave,st1v,N
0.48,stay,st1,N
2.4,stay,st1,V
0.48,stead,stEd,N
1.43,steadily,stEdIlI,ADV
0.78,steady,stEdI,V
1.54,steady,stEdI,A
1.08,steak,st1k,N
1.72,steal,stil,V
1.26,steam,stim,N
1.04,steam,stim,V
0.9,steamer,stim@R,N
0.3,steamy,stimI,A
1.62,steel,stil,N
0.48,steel,stil,V
0.3,steep,stip,V
1.3,steep,stip,A
0.3,steeple,stipP,N
0.6,steeply,stiplI,ADV
0.3,steer,st7R,N
1.18,steer,st7R,V
1.64,stein,st2n,N
1.23,stem,stEm,N
1.11,stem,stEm,V
0.6,stench,stEnJ,N
2.01,step,stEp,N
1.76,step,stEp,V
1.49,steps,stEps,N
0.3,stereo,stErI5,N
0.7,stereotype,st7r7t2p,N
0.48,stereotype,st7r7t2p,V
0.85,sterile,stEr2l,A
0.3,sterility,st@rIl@tI,N
0.48,sterilization,stEr@l2z1SH,N
0.95,sterilize,stEr@l2z,V
0.85,sterling,st3lIN,N
0.48,stern,st3n,N
1,stern,st3n,A
0.6,sternly,st3nlI,ADV
0.3,steroid,st7r4d,N
1.08,Steve,stiv,N
0.7,stew,stju,N
0.6,stew,stju,V
1.23,steward,stjU@d,N
0.7,stewardess,stj9dEs,N
1.59,stick,stIk,N
1.97,stick,stIk,V
0.6,sticker,stIk@R,N
1.04,sticky,stIkI,A
1.42,stiff,stIf,A
0.78,stiffen,stIfH,V
0.85,stiffly,stIflI,ADV
0.48,stiffness,stIfnIs,N
0.95,stifle,st2fP,V
0.3,stigma,stIgm@,N
1.56,still,stIl,A
2.94,still,stIl,ADV
0.6,stillness,stIlnIs,N
0.3,stimulant,stImjUl@nt,N
1.3,stimulate,stImjUl1t,V
0.78,stimulating,stImjUl1tIN,A
0.78,stimulation,stImjUl1SH,N
1.18,stimulus,stImjUl@s,N
0.6,sting,stIN,N
0.9,sting,stIN,V
0.48,stink,stINk,N
0.6,stink,stINk,V
0.48,stinking,stINkIN,A
0.3,stint,stInt,N
0.3,stipulate,stIpjUl1t,V
0.3,stir,st3R,N
1.61,stir,st3R,V
0.3,stirring,st3rIN,A
0.3,stirrup,stIr@p,N
0.6,stitch,stIJ,N
0.6,stitch,stIJ,V
1.83,stock,stQk,N
0.95,stock,stQk,V
0.48,stockbroker,stQkbr5k@R,N
0.3,stockholder,stQkh5ld@R,N
1.08,stocking,stQkIN,N
0.3,stockpile,stQkp2l,N
0.48,stocky,stQkI,A
0.7,stoke,st5k,V
0.3,stole,st5l,N
0.3,stolid,stQlId,A
1.63,stomach,stVm@k,N
0.3,stomachache,stVm@k1k,N
0.3,stomp,stQmp,V
2.07,stone,st5n,N
0.78,stone,st5n,V
0.3,stoned,st5nd,A
0.85,stony,st5nI,A
1.08,stool,stul,N
0.85,stoop,stup,V
1.4,stop,stQp,N
2.52,stop,stQp,V
0.3,stoppage,stQpI_,N
1.32,storage,st$rI_,N
1.77,store,st$R,N
1.49,store,st$R,V
0.78,stores,st$z,N
0.6,storey,st$rI,N
1.48,storm,st$m,N
0.9,storm,st$m,V
0.6,stormy,st$mI,A
2.36,story,st$rI,N
0.3,storyteller,st$rItEl@R,N
0.95,stout,st6t,A
1.3,stove,st5v,N
0.48,stow,st5,V
0.48,straddle,str{dP,V
0.3,straggle,str{gP,V
1.7,straight,str1t,A
1.86,straight,str1t,ADV
1.26,straighten,str1tH,V
1.08,straightforward,str1tf$w@d,A
1.54,strain,str1n,N
1.3,strain,str1n,V
0.7,strained,str1nd,A
0.3,strait,str1t,N
0.3,straitjacket,str1t_{kIt,N
0.3,straits,str1ts,N
1.15,strand,str{nd,N
0.6,stranded,str{ndId,A
2.03,strange,str1n_,A
1.18,strangely,str1n_lI,ADV
0.48,strangeness,str1n_nIs,N
1.63,stranger,str1n_@R,N
1.04,strangle,str{NgP,V
0.95,strap,str{p,N
0.78,strap,str{p,V
0.3,stratagem,str{t@_@m,N
1.34,strategic,str@ti_Ik,A
0.3,strategically,str@ti_Ik@lI,ADV
1.67,strategy,str{tI_I,N
0.48,stratification,str{tIfIk1SH,N
0.78,stratum,str#t@m,N
1.4,straw,str$,N
0.78,strawberry,str$b@rI,N
0.3,stray,str1,N
0.78,stray,str1,V
0.6,stray,str1,A
0.9,streak,strik,N
0.6,streak,strik,V
1.68,stream,strim,N
1.04,stream,strim,V
2.51,street,strit,N
1.99,strength,strENT,N
1.45,strengthen,strENTH,V
0.7,strenuous,strEnj9s,A
1.49,stress,strEs,N
1.42,stress,strEs,V
1.49,stretch,strEJ,N
1.83,stretch,strEJ,V
0.48,stretcher,strEJ@R,N
0.78,strew,stru,V
0.48,stricken,strIk@n,A
1.36,strict,strIkt,A
1.36,strictly,strIktlI,ADV
0.3,stricture,strIkJ@R,N
1,stride,str2d,N
1.11,stride,str2d,V
0.48,strident,str2dHt,A
0.78,strife,str2f,N
1.81,strike,str2k,N
2.05,strike,str2k,V
0.6,striker,str2k@R,N
1.26,striking,str2kIN,A
0.6,strikingly,str2kINlI,ADV
1.49,string,strIN,N
0.7,string,strIN,V
0.48,stringent,strIn_@nt,A
1.38,strip,strIp,N
1.3,strip,strIp,V
0.85,stripe,str2p,N
0.9,striped,str2pt,A
1.11,strive,str2v,V
1.4,stroke,str5k,N
1.28,stroke,str5k,V
0.48,stroll,str5l,N
1.11,stroll,str5l,V
2.33,strong,strQN,A
0.48,stronghold,strQNh5ld,N
1.65,strongly,strQNlI,ADV
1.04,structural,strVkJ@r@l,A
2.02,structure,strVkJ@R,N
1.04,structure,strVkJ@R,V
1.73,struggle,strVgP,N
1.64,struggle,strVgP,V
0.3,strung,strVN,A
0.48,strut,strVt,V
0.48,stub,stVb,N
0.48,stub,stVb,V
0.48,stubble,stVbP,N
0.85,stubborn,stVb@n,A
0.3,stubbornly,stVb@nlI,ADV
0.3,stubby,stVbI,A
0.48,stucco,stVk5,N
0.6,stud,stVd,N
0.48,stud,stVd,V
2.48,student,stjudHt,N
1.45,studio,stjudI5,N
0.3,studiously,stjudj@slI,ADV
2.22,study,stVdI,N
2.07,study,stVdI,V
1.81,stuff,stVf,N
1.32,stuff,stVf,V
0.3,stuffing,stVfIN,N
0.6,stuffy,stVfI,A
1.3,stumble,stVmbP,V
0.9,stump,stVmp,N
0.48,stump,stVmp,V
1.08,stun,stVn,V
0.7,stunning,stVnIN,A
0.7,stunt,stVnt,N
0.6,stunt,stVnt,V
0.3,stupefy,stjupIf2,V
0.48,stupendous,stjupEnd@s,A
1.58,stupid,stjupId,A
0.9,stupidity,stjupId@tI,N
0.48,stupidly,stjupIdlI,ADV
0.85,sturdy,st3dI,A
0.3,stutter,stVt@R,V
2.02,style,st2l,N
0.7,style,st2l,V
0.3,stylish,st2lIS,A
0.3,stylistic,st2lIstIk,A
0.6,stylize,st2l2z,V
0.6,subcommittee,sVbk@mItI,N
0.3,subconscious,sVbkQnS@s,A
0.3,subconsciously,sVbkQnS@slI,ADV
0.3,subdivide,sVbdIv2d,V
0.48,subdue,s@bdju,V
0.78,subdued,s@bdjud,A
2.26,subject,sVb_Ikt,N
1.08,subject,s@b_Ekt,V
1.59,subject,sVb_Ikt,A
0.3,subjection,s@b_EkSH,N
1.08,subjective,s@b_EktIv,A
0.3,subjectively,s@b_EktIvlI,ADV
0.3,sublime,s@bl2m,A
1.23,submarine,sVbm@rin,N
0.48,submerge,s@bm3_,V
0.6,submerged,s@bm3_d,A
0.85,submission,s@bmISH,N
0.6,submissive,s@bmIsIv,A
1.38,submit,s@bmIt,V
0.7,subordinate,s@b$dH@t,N
0.3,subordinate,s@b$dIn1t,V
0.7,subordinate,s@b$dH@t,A
0.3,subordination,s@b$dIn1SH,N
0.7,subscribe,s@bskr2b,V
0.48,subscriber,s@bskr2b@R,N
0.7,subscription,s@bskrIpSH,N
1.34,subsequent,sVbsIkw@nt,A
1.23,subsequently,sVbsIkw@ntlI,ADV
0.3,subservience,s@bs3vj@ns,N
0.9,subside,s@bs2d,V
0.85,subsidiary,s@bsIdj@rI,N
0.95,subsidiary,s@bsIdj@rI,A
0.3,subsidization,sVbsId2z1SH,N
1.08,subsidize,sVbsId2z,V
1.32,subsidy,sVbsIdI,N
0.3,subsist,s@bsIst,V
0.85,subsistence,s@bsIst@ns,N
1.54,substance,sVbst@ns,N
1.52,substantial,s@bst{nSP,A
0.9,substantially,s@bst{nS@lI,ADV
0.3,substantiate,s@bst{nSI1t,V
0.3,substantive,sVbst@ntIv,A
1.18,substitute,sVbstItjut,N
1.18,substitute,sVbstItjut,V
0.6,substitution,sVbstItjuSH,N
0.3,subterranean,sVbt@r1nj@n,A
1.38,subtle,sVtP,A
0.7,subtlety,sVtPtI,N
0.7,subtly,sVtlI,ADV
0.6,subtract,s@btr{kt,V
0.78,suburb,sVb3b,N
0.95,suburban,s@b3b@n,A
0.95,suburbs,sVb3bz,N
0.48,subversion,s@bv3SH,N
0.48,subversive,s@bv3sIv,A
0.3,subvert,sVbv3t,V
0.48,subway,sVbw1,N
1.82,succeed,s@ksid,V
2.04,success,s@ksEs,N
1.91,successful,s@ksEsfVl,A
1.43,successfully,s@ksEsfUlI,ADV
1.18,succession,s@ksESH,N
1.04,successive,s@ksEsIv,A
1.04,successor,s@ksEs@R,N
0.3,succinctly,s@ksINktlI,ADV
0.3,succulent,sVkjUl@nt,A
0.78,succumb,s@kVm,V
2.97,such,sVJ,FUNC
0.3,suck,sVk,N
1.56,suck,sVk,V
0.3,sucker,sVk@R,N
0.3,suckle,sVkP,V
0.3,suction,sVkSH,N
0.6,Sudan,sud#n,N
1.72,sudden,sVdH,A
0.85,sudden,sVdH,N
2.27,suddenly,sVdHlI,ADV
0.3,suddenness,sVdHnIs,N
1.08,sue,su,V
0.48,suede,sw1d,N
2.08,suffer,sVf@R,V
0.48,sufferer,sVf@r@R,N
1.3,suffering,sVf@rIN,N
0.7,suffice,s@f2s,V
1.65,sufficient,s@fISHt,A
1.43,sufficiently,s@fISHtlI,ADV
0.7,suffocate,sVf@k1t,V
0.48,suffrage,sVfrI_,N
1.76,sugar,SUg@R,N
2.36,suggest,s@_Est,V
1.65,suggestion,s@_EsJ@n,N
0.48,suggestive,s@_EstIv,A
0.6,suicidal,sUIs2dP,A
1.43,suicide,sUIs2d,N
1.72,suit,sut,N
1.67,suit,sut,V
1.62,suitable,sut@bP,A
0.85,suitably,sut@blI,ADV
1.28,suitcase,sutk1s,N
1.08,suite,swit,N
0.3,suitor,sut@R,N
0.6,sulk,sVlk,V
0.3,sulky,sVlkI,A
0.78,sullen,sVl@n,A
0.3,sullenly,sVl@nlI,ADV
0.9,sulphur,sVlf@R,N
0.3,sultan,sVlt@n,N
1.68,sum,sVm,N
0.9,summarize,sVm@r2z,V
0.78,summary,sVm@rI,N
0.48,summary,sVm@rI,A
2.09,summer,sVm@R,N
1.15,summit,sVmIt,N
1.26,summon,sVm@n,V
0.7,summons,sVm@nz,N
0.48,sumptuous,sVmpJ9s,A
2.18,sun,sVn,N
0.3,sunbathe,sVnb1D,V
0.3,sunburn,sVnb3n,N
1.94,Sunday,sVndI,N
0.3,sundown,sVnd6n,N
0.3,sundry,sVndrI,N
0.3,sunflower,sVnfl6@R,N
0.48,sunglasses,sVngl#sIz,N
0.48,sunken,sVNk@n,A
1.34,sunlight,sVnl2t,N
0.48,sunlit,sVnlIt,A
1.08,sunny,sVnI,A
0.48,sunrise,sVnr2z,N
1,sunset,sVnsEt,N
1.23,sunshine,sVnS2n,N
0.9,super,sup@R,A
1.2,superb,sup3b,A
0.6,superbly,sup3blI,ADV
0.95,superficial,sup@fISP,A
0.6,superficially,sup@fIS@lI,ADV
0.6,superfluous,sup3fl9s,A
0.3,superhuman,sup@hjum@n,A
0.48,superimpose,sup@rImp5z,V
0.9,superintendent,sup@rIntEnd@nt,N
0.95,superior,sup7r7R,N
1.42,superior,sup7r7R,A
1.18,superiority,sup7rIQr@tI,N
0.3,superman,sup@m{n,N
1,supermarket,sup@m#kIt,N
0.7,supernatural,sup@n{Jr@l,A
0.6,supernova,sup@n5v@,N
0.48,supersede,sup@sid,V
0.48,supersonic,sup@sQnIk,A
0.78,superstition,sup@stISH,N
0.7,superstitious,sup@stIS@s,A
0.3,superstructure,sup@strVkJ@R,N
0.9,supervise,sup@v2z,V
1.08,supervision,sup@vIZH,N
0.78,supervisor,sup@v2z@R,N
0.3,supine,sup2n,A
1.45,supper,sVp@R,N
0.6,supplant,s@pl#nt,V
0.48,supple,sVpP,A
0.95,supplement,sVplIm@nt,N
0.95,supplement,sVplImEnt,V
1.2,supplementary,sVplImEnt@rI,A
0.85,supplier,s@pl2@R,N
1.18,supplies,s@pl2z,N
1.86,supply,s@pl2,N
1.71,supply,s@pl2,V
2.13,support,s@p$t,N
2.07,support,s@p$t,V
1.51,supporter,s@p$t@R,N
0.6,supportive,s@p$tIv,A
2.36,suppose,s@p5z,V
1.2,suppose,s@p5z,FUNC
0.85,supposed,s@p5zd,A
0.95,supposedly,s@p5zIdlI,ADV
1,supposing,s@p5zIN,FUNC
0.3,supposition,sVp@zISH,N
1.36,suppress,s@prEs,V
0.78,suppression,s@prESH,N
0.3,supremacy,sUprEm@sI,N
1.36,supreme,sUprim,A
0.48,supremely,suprimlI,ADV
2.42,sure,S$R,A
1.62,sure,S$R,ADV
1.88,surely,S$lI,ADV
0.78,surf,s3f,N
2.02,surface,s3fIs,N
0.6,surface,s3fIs,V
0.85,surge,s3_,N
0.78,surge,s3_,V
1.04,surgeon,s3_@n,N
1.08,surgery,s3_@rI,N
0.6,surgical,s3_IkP,A
0.48,surly,s3lI,A
0.3,surmise,s3m2z,V
0.48,surmount,s3m6nt,V
0.48,surname,s3n1m,N
0.48,surpass,s@p#s,V
1.2,surplus,s3pl@s,N
0.95,surplus,s3pl@s,A
1.78,surprise,s@pr2z,N
1.18,surprise,s@pr2z,V
1.77,surprised,s@pr2zd,A
1.53,surprising,s@pr2zIN,A
1.4,surprisingly,s@pr2zINlI,ADV
0.9,surrender,s@rEnd@R,N
1.18,surrender,s@rEnd@R,V
0.48,surreptitiously,sVr@ptIS@slI,ADV
0.9,surrey,sVrI,N
0.3,surrogate,sVr@g1t,N
1.69,surround,s@r6nd,V
1.11,surrounding,s@r6ndIN,A
1.18,surroundings,s@r6ndINz,N
0.85,surveillance,s3v1l@ns,N
1.59,survey,s3v1,N
1.15,survey,s@v1,V
0.3,surveyor,s@v1@R,N
1.58,survival,s@v2vP,N
1.95,survive,s@v2v,V
1.08,survivor,s@v2v@R,N
0.9,susceptible,s@sEpt@bP,A
0.7,suspect,sVspEkt,N
1.8,suspect,s@spEkt,V
0.85,suspect,sVspEkt,A
1.26,suspend,s@spEnd,V
0.48,suspense,s@spEns,N
0.85,suspension,s@spEnSH,N
1.49,suspicion,s@spISH,N
1.28,suspicious,s@spIS@s,A
0.7,suspiciously,s@spIS@slI,ADV
1.46,sustain,s@st1n,V
0.3,sustenance,sVstIn@ns,N
0.48,swallow,swQl5,N
1.52,swallow,swQl5,V
0.85,swamp,swQmp,N
0.6,swamp,swQmp,V
0.85,swan,swQn,N
0.78,swap,swQp,V
0.48,swarm,sw$m,N
0.9,swarm,sw$m,V
0.3,swarthy,sw$DI,A
0.3,swastika,sw{stIk@,N
0.3,swath,sw$T,N
0.3,swathe,sw1D,V
0.3,sway,sw1,N
1.26,sway,sw1,V
1.51,swear,sw8R,V
1.4,sweat,swEt,N
1.23,sweat,swEt,V
1.18,sweater,swEt@R,N
0.6,sweaty,swEtI,A
0.48,Swede,swid,N
1.34,Sweden,swidH,N
1.15,Swedish,swidIS,A
0.78,sweep,swip,N
1.71,sweep,swip,V
0.48,sweeping,swipIN,A
1.11,sweet,swit,N
1.66,sweet,swit,A
0.48,sweeten,switH,V
0.6,sweetheart,swith#t,N
0.48,sweetly,switlI,ADV
0.78,sweetness,switnIs,N
0.6,swell,swEl,N
1.18,swell,swEl,V
0.78,swelling,swElIN,N
0.6,swerve,sw3v,V
1.08,swift,swIft,A
1.18,swiftly,swIftlI,ADV
0.3,swig,swIg,N
0.3,swill,swIl,V
0.95,swim,swIm,N
1.67,swim,swIm,V
0.48,swimmer,swIm@R,N
0.78,swimming,swImIN,N
0.3,swine,sw2n,N
1.26,swing,swIN,N
1.75,swing,swIN,V
0.3,swinger,swIN@R,N
0.3,swirl,sw3l,N
1,swirl,sw3l,V
0.3,swish,swIS,V
1.26,Swiss,swIs,A
0.78,Swiss,swIs,N
1.34,switch,swIJ,N
1.63,switch,swIJ,V
0.6,switchboard,swIJb$d,N
0.6,swivel,swIvP,N
0.6,swivel,swIvP,V
1.08,swollen,sw5l@n,A
0.78,swoop,swup,V
1.23,sword,s$d,N
0.48,syllable,sIl@bP,N
0.9,syllabus,sIl@b@s,N
0.7,symbiosis,sImbI5sIs,N
1.56,symbol,sImbP,N
1.28,symbolic,sImbQlIk,A
0.6,symbolically,sImbQlIk@lI,ADV
0.78,symbolism,sImb@lIz@m,N
0.9,symbolize,sImb@l2z,V
0.6,symmetrical,sImEtrIkP,A
0.7,symmetry,sIm@trI,N
1.36,sympathetic,sImp@TEtIk,A
0.48,sympathetically,sImp@TEtIk@lI,ADV
0.3,sympathies,sImp@TIz,N
0.7,sympathize,sImp@T2z,V
0.6,sympathizer,sImp@T2z@R,N
1.51,sympathy,sImp@TI,N
0.9,symphony,sImf@nI,N
0.3,symposium,sImp5zj@m,N
1.38,symptom,sImpt@m,N
0.3,symptomatic,sImpt@m{tIk,A
0.7,synagogue,sIn@gQg,N
0.48,syndicate,sIndIk@t,N
0.7,syndrome,sIndr5m,N
0.48,synod,sIn@d,N
0.48,synonymous,sInQnIm@s,A
0.48,syntax,sInt{ks,N
0.6,synthesis,sInT@sIs,N
0.48,synthesize,sInT@s2z,V
1,synthetic,sInTEtIk,A
0.7,Syria,sIr7,N
0.3,Syrian,sIr7n,N
0.6,Syrian,sIr7n,A
0.3,syringe,sIrIn_,N
0.85,syrup,sIr@p,N
2.57,system,sIst@m,N
1,systematic,sIst@m{tIk,A
0.7,systematically,sIst@m{tIk@lI,ADV
2.29,t,ti,N
0.48,tab,t{b,N
2.37,table,t1bP,N
0.3,tableau,t{bl5,N
0.6,tablecloth,t1bPklQT,N
0.7,tablespoon,t1bPspun,N
0.3,tablespoonful,t1bPspunfUl,N
1.04,tablet,t{blIt,N
0.7,taboo,t@bu,N
0.3,taboo,t@bu,A
0.3,tabor,t1b@R,N
0.48,tacit,t{sIt,A
0.3,tacitly,t{sItlI,ADV
0.3,taciturn,t{sIt3n,A
0.48,tack,t{k,N
0.3,tack,t{k,V
1.28,tackle,t{kP,N
1.38,tackle,t{kP,V
0.6,tact,t{kt,N
0.6,tactful,t{ktfUl,A
0.48,tactfully,t{ktfUlI,ADV
1.32,tactic,t{ktIk,N
1.11,tactical,t{ktIkP,A
0.48,tactics,t{ktIks,N
0.3,tactile,t{kt2l,A
0.3,tactless,t{ktlIs,A
0.85,tag,t{g,N
0.6,tag,t{g,V
1.56,tail,t1l,N
0.6,tail,t1l,V
0.48,tailor,t1l@R,N
0.6,tailor,t1l@R,V
0.3,taint,t1nt,V
0.48,Taiwan,t2w#n,N
3.28,take,t1k,V
0.7,take-off,t1kQf,N
0.85,takeover,t1k5v@R,N
1.51,tale,t1l,N
1.56,talent,t{l@nt,N
0.85,talented,t{l@ntId,A
0.3,talisman,t{lIzm@n,N
1.66,talk,t$k,N
2.71,talk,t$k,V
0.48,talkative,t$k@tIv,A
0.3,talker,t$k@R,N
1.11,talks,t$ks,N
1.87,tall,t$l,A
0.6,tame,t1m,V
0.6,tame,t1m,A
0.48,Tammany,t{m@nI,N
0.48,tan,t{n,N
0.7,tan,t{n,V
0.48,tan,t{n,A
0.3,tang,t{N,N
0.3,tangent,t{n_@nt,N
0.85,tangible,t{n_@bP,A
0.85,tangle,t{NgP,N
0.95,tangle,t{NgP,V
0.3,tangy,t{NI,A
1.59,tank,t{Nk,N
0.48,tanker,t{Nk@R,N
0.3,tantalize,t{nt@l2z,V
0.48,tantrum,t{ntr@m,N
0.48,Tanzania,t{nz@n7,N
1.23,tap,t{p,N
0.95,tap,t{p,V
1.2,tap,t{p,V
0.48,tap,t{p,N
1.53,tape,t1p,N
0.6,tape,t1p,V
0.6,taper,t1p@R,V
0.3,tape-recorder,t1prIk$d@R,N
0.6,tapestry,t{pIstrI,N
0.7,tar,t#R,N
1.67,target,t#gIt,N
0.6,tariff,t{rIf,N
0.48,tarmac,t#m{k,N
0.48,tarnish,t#nIS,V
0.3,tarpaulin,t#p$lIn,N
0.6,tart,t#t,N
0.3,tartan,t#t@n,N
1.92,task,t#sk,N
1.76,taste,t1st,N
1.34,taste,t1st,V
0.3,tasteless,t1stlIs,A
0.48,tasty,t1stI,A
0.6,tattered,t{t@d,A
0.48,tattoo,t@tu,N
0.6,tattoo,t@tu,V
0.3,taunt,t$nt,V
0.6,taut,t$t,A
0.7,tavern,t{v@n,N
0.3,tawny,t$nI,A
2.11,tax,t{ks,N
0.7,tax,t{ks,V
0.3,taxable,t{ks@bP,A
1.28,taxation,t{ks1SH,N
0.3,tax-free,t{ksfri,A
1.53,taxi,t{ksI,N
0.3,taxi,t{ksI,V
1.96,tea,ti,N
2.16,teach,tiJ,V
2.21,teacher,tiJ@R,N
1.84,teaching,tiJIN,N
0.3,teacup,tikVp,N
2,team,tim,N
0.3,teamwork,timw3k,N
0.6,teapot,tipQt,N
1.77,tear,t7R,N
1.79,tear,t8R,V
0.3,tearful,t7fUl,A
1.15,tease,tiz,V
0.6,teaspoon,tispun,N
0.48,teaspoonful,tispunfUl,N
0.9,teat,tit,N
0.3,teatime,tit2m,N
0.6,tech,tEk,N
1.74,technical,tEknIkP,A
0.3,technicality,tEknIk{l@tI,N
1,technically,tEknIk@lI,ADV
0.95,technician,tEknISH,N
1.88,technique,tEknik,N
1.49,technological,tEkn@lQ_IkP,A
0.3,technologically,tEkn@lQ_Ik@lI,ADV
0.3,technologist,tEknQl@_Ist,N
2.01,technology,tEknQl@_I,N
1.15,ted,tEd,N
0.9,teddy,tEdI,N
0.95,tedious,tidj@s,A
0.48,tee,ti,N
0.3,teem,tim,V
0.9,teenage,tin1_,A
1.2,teenager,tin1_@R,N
0.7,teens,tinz,N
0.48,teeter,tit@R,V
0.48,teeth,tiT,N
0.48,teethe,tiD,V
0.7,telecommunications,tElIk@mjunIk1SHz,N
1,telegram,tElIgr{m,N
0.48,telegraph,tElIgr#f,N
2.02,telephone,tElIf5n,N
1.3,telephone,tElIf5n,V
0.9,telescope,tElIsk5p,N
0.3,telescopic,tElIskQpIk,A
0.3,televise,tElIv2z,V
2.06,television,tElIvIZH,N
0.6,telex,tElEks,N
3.03,tell,tEl,V
0.3,teller,tEl@R,N
0.3,telling,tElIN,A
0.6,telly,tElI,N
1.23,temper,tEmp@R,N
0.6,temper,tEmp@R,V
0.95,temperament,tEmp@r@m@nt,N
0.48,temperance,tEmp@r@ns,N
0.85,temperate,tEmp@r@t,A
1.78,temperature,tEmpr@J@R,N
0.48,tempest,tEmpIst,N
1.46,temple,tEmpP,N
0.85,tempo,tEmp5,N
0.6,temporal,tEmp@r@l,A
1.2,temporarily,tEmp@r@r@lI,ADV
1.46,temporary,tEmp@r@rI,A
1.28,tempt,tEmpt,V
1.15,temptation,tEmpt1SH,N
0.78,tempting,tEmptIN,A
0.9,ten,tEn,N
2.35,ten,tEn,NUM
0.3,tenable,tEn@bP,A
0.3,tenacity,tIn{s@tI,N
0.7,tenancy,tEn@nsI,N
1.49,tenant,tEn@nt,N
2.11,tend,tEnd,V
1.66,tendency,tEnd@nsI,N
1.28,tender,tEnd@R,A
0.6,tenderly,tEnd@lI,ADV
0.95,tenderness,tEnd@nIs,N
0.7,tendon,tEnd@n,N
0.3,tenement,tEn@m@nt,N
0.3,tenet,tEnIt,N
1.34,tennis,tEnIs,N
0.48,tenor,tEn@R,N
0.48,tense,tEns,N
0.6,tense,tEns,V
1.15,tense,tEns,A
0.3,tensely,tEnslI,ADV
1.65,tension,tEnSH,N
1.64,tent,tEnt,N
0.48,tentacle,tEnt@kP,N
0.85,tentative,tEnt@tIv,A
0.6,tentatively,tEnt@tIvlI,ADV
0.6,tenth,tEnT,N
0.85,tenth,tEnT,NUM
0.48,tenuous,tEnj9s,A
1.56,tenure,tEnj9R,N
0.3,tepee,tipi,N
0.48,tepid,tEpId,A
2.01,term,t3m,N
0.7,term,t3m,V
1.15,terminal,t3mInP,N
0.7,terminal,t3mInP,A
0.7,terminate,t3mIn1t,V
0.3,termination,t3mIn1SH,N
0.6,terminology,t3mInQl@_I,N
0.3,terminus,t3mIn@s,N
0.48,termite,t3m2t,N
2.18,terms,t3mz,N
0.3,tern,t3n,N
1.4,terrace,tEr@s,N
0.6,terrace,tEr@s,V
0.95,terrain,tEr1n,N
0.3,terrestrial,t@rEstr7l,A
1.89,terrible,tEr@bP,A
1.48,terribly,tEr@blI,ADV
0.3,terrier,tEr7R,N
1.08,terrific,t@rIfIk,A
1.46,terrify,tErIf2,V
0.95,territorial,tEr@t$r7l,A
1.61,territory,tEr@t@rI,N
1.49,terror,tEr@R,N
0.85,terrorism,tEr@rIz@m,N
0.85,terrorist,tEr@rIst,N
0.7,terrorist,tEr@rIst,A
0.48,terrorize,tEr@r2z,V
1.18,terry,tErI,N
1.98,test,tEst,N
1.73,test,tEst,V
1.04,testament,tEst@m@nt,N
0.48,testicle,tEstIkP,N
0.95,testify,tEstIf2,V
0.95,testimony,tEstIm@nI,N
0.3,tetanus,tEt@n@s,N
0.6,tether,tED@R,V
1,Texas,tEks@s,N
1.58,text,tEkst,N
0.7,textbook,tEkstbUk,N
0.85,textile,tEkst2l,N
1.08,texture,tEksJ@R,N
2.72,than,D{n,FUNC
3.05,than,D{n,FUNC
2.06,thank,T{Nk,V
0.6,thankful,T{NkfUl,A
0.3,thankfully,T{NkfUlI,ADV
1.34,thanks,T{Nks,N
0.3,Thanksgiving,T{NksgIvIN,N
3.66,that,D{t,FUNC
3.88,that,D{t,FUNC
0.3,thatch,T{J,N
0.7,thatch,T{J,V
0.48,thaw,T$,V
3.09,the,Di,ADV
1.95,theatre,T7t@R,N
1.08,theatrical,TI{trIkP,A
0.95,thee,Di,FUNC
0.9,theft,TEft,N
3.46,their,D8,FUNC
1.23,theirs,D8z,FUNC
3.37,them,DEm,FUNC
1.57,theme,Tim,N
2.52,themselves,D@msElvz,FUNC
3.27,then,DEn,ADV
0.6,thence,DEns,ADV
0.7,theologian,T7l5_@n,N
0.7,theological,T7lQ_IkP,A
0.95,theology,TIQl@_I,N
0.3,theorem,T7r@m,N
1.23,theoretical,T7rEtIkP,A
0.78,theoretically,T7rEtIk@lI,ADV
0.6,theorist,T7rIst,N
0.3,theorize,T7r2z,V
2.15,theory,T7rI,N
0.7,therapeutic,TEr@pjutIk,A
0.9,therapist,TEr@pIst,N
1.08,therapy,TEr@pI,N
3.53,there,D8R,ADV
0.3,thereabouts,D8r@b6ts,ADV
1.04,thereafter,D8r#ft@R,ADV
1.23,thereby,D8b2,ADV
2.3,therefore,D8f$R,ADV
0.3,therein,D8rIn,ADV
0.3,thereof,D8rQv,ADV
0.3,thereupon,D8r@pQn,ADV
0.78,thermal,T3mP,A
0.78,thermometer,T@mQmIt@R,N
0.3,thermos,T3mQs,N
0.3,thermostat,T3m5st{t,N
3.1,these,Diz,FUNC
1.28,thesis,TisIs,N
3.69,they,D1,FUNC
0.48,thick,TIk,N
1.84,thick,TIk,A
0.78,thicken,TIk@n,V
0.6,thicket,TIkIt,N
0.7,thickly,TIklI,ADV
0.6,thickness,TIknIs,N
1.08,thief,Tif,N
1.48,thigh,T2,N
0.85,thin,TIn,V
1.87,thin,TIn,A
